,coverage,customer,customer_lifetime_value,date,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy,policy_type,renew_offer_type,response,sales_channel,state,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
3190,Basic,ZJ65064,4921.752296,2011-02-05,College,2/5/11,Unemployed,F,0,Suburban,Single,70,28.0,29,0.0,8,Personal L1,Personal Auto,Offer3,No,Call Center,California,336.0,Four-Door Car,Medsize,A,February
3191,Basic,JK16503,4916.405552,2011-02-07,High School or Below,2/7/11,Unemployed,M,0,Suburban,Married,67,17.0,21,0.0,4,Personal L1,Personal Auto,Offer1,No,Branch,California,321.6,Two-Door Car,Medsize,A,February
3194,Basic,QV76563,5070.227097,2011-02-28,Doctor,2/28/11,Unemployed,F,0,Suburban,Divorced,69,8.0,24,0.0,6,Personal L2,Personal Auto,Offer4,No,Agent,Arizona,331.2,Four-Door Car,Small,A,February
3196,Basic,HZ28612,5626.572446,2011-01-05,College,1/5/11,Employed,F,59782,Suburban,Married,70,29.0,51,0.0,9,Personal L2,Personal Auto,Offer3,No,Branch,Washington,336.0,Four-Door Car,Small,A,January
3204,Premium,BR40272,8247.952072,2011-01-30,College,1/30/11,Employed,M,49009,Suburban,Married,105,17.0,28,0.0,7,Personal L2,Personal Auto,Offer2,No,Branch,California,504.0,Four-Door Car,Medsize,A,January
3205,Premium,SG81493,4443.736209,2011-01-01,Bachelor,1/1/11,Employed,M,46384,Rural,Married,113,33.0,93,0.0,1,Corporate L1,Corporate Auto,Offer2,No,Web,Arizona,251.774574,Four-Door Car,Medsize,A,January
3206,Extended,CI47242,9029.940704,2011-02-10,Bachelor,2/10/11,Unemployed,M,0,Suburban,Single,138,23.0,93,0.0,3,Personal L1,Personal Auto,Offer1,No,Agent,Washington,1376.958592,SUV,Small,A,February
3207,Basic,IA56290,2516.103555,2011-02-11,College,2/11/11,Employed,F,88435,Rural,Married,62,16.0,61,0.0,1,Personal L3,Personal Auto,Offer3,No,Branch,Arizona,136.263492,Four-Door Car,Small,A,February
3208,Extended,VO78441,3086.873854,2011-02-10,Master,2/10/11,Medical Leave,F,19464,Suburban,Single,84,10.0,94,1.0,1,Personal L2,Personal Auto,Offer3,No,Agent,Washington,871.505797,Four-Door Car,Small,A,February
3216,Basic,CG13512,9015.819465,2011-02-08,College,2/8/11,Unemployed,M,0,Rural,Married,62,26.0,34,0.0,2,Personal L3,Personal Auto,Offer1,No,Agent,Oregon,42.642554,Two-Door Car,Medsize,A,February
3218,Basic,ZZ69693,2449.580048,2011-01-23,High School or Below,1/23/11,Unemployed,M,0,Suburban,Single,69,20.0,44,0.0,1,Corporate L3,Corporate Auto,Offer3,No,Branch,California,496.8,Four-Door Car,Large,A,January
3219,Basic,HF44881,4542.405346,2011-01-06,High School or Below,1/6/11,Employed,M,29875,Suburban,Single,119,9.0,36,1.0,1,Corporate L2,Corporate Auto,Offer1,No,Web,Arizona,571.2,Sports Car,Medsize,A,January
3220,Basic,OM13505,5047.483378,2011-01-14,Bachelor,1/14/11,Employed,M,81741,Urban,Single,64,10.0,94,0.0,8,Corporate L2,Corporate Auto,Offer1,No,Agent,Washington,186.448395,Four-Door Car,Medsize,A,January
3221,Extended,PA20570,6575.451884,2011-02-02,Bachelor,2/2/11,Employed,M,84146,Suburban,Married,82,0.0,79,0.0,7,Personal L1,Personal Auto,Offer4,No,Agent,California,464.714188,Four-Door Car,Medsize,A,February
3223,Basic,UX92071,6743.119265,2011-01-04,High School or Below,1/4/11,Unemployed,M,0,Suburban,Single,199,6.0,37,0.0,1,Personal L1,Personal Auto,Offer4,No,Call Center,Oregon,955.2,Luxury SUV,Medsize,A,January
3225,Basic,LW25030,5046.892442,2011-01-17,Bachelor,1/17/11,Medical Leave,F,29957,Suburban,Married,65,19.0,72,0.0,7,Corporate L3,Corporate Auto,Offer1,No,Agent,Arizona,312.0,Four-Door Car,Small,A,January
3227,Basic,LA14484,2227.072755,2011-01-05,High School or Below,1/5/11,Retired,M,27972,Suburban,Married,61,7.0,38,0.0,1,Special L1,Special Auto,Offer3,Yes,Web,Nevada,292.8,Four-Door Car,Medsize,A,January
3228,Basic,SE72928,9075.768214,2011-01-26,Master,1/26/11,Employed,M,37722,Rural,Single,116,8.0,23,0.0,8,Personal L1,Personal Auto,Offer1,Yes,Agent,California,158.077504,Sports Car,Medsize,A,January
3229,Extended,AX36597,5907.151868,2011-02-28,College,2/28/11,Unemployed,F,0,Suburban,Married,81,8.0,47,0.0,8,Personal L3,Personal Auto,Offer4,No,Branch,Arizona,390.161912,Four-Door Car,Medsize,A,February
3230,Basic,AZ68184,9028.307862,2011-01-18,High School or Below,1/18/11,Employed,M,76514,Suburban,Married,112,19.0,0,0.0,3,Personal L3,Personal Auto,Offer4,No,Agent,Washington,573.941286,SUV,Medsize,A,January
3232,Basic,VY32314,4268.618821,2011-02-25,High School or Below,2/25/11,Employed,M,43209,Suburban,Single,110,12.0,16,0.0,1,Personal L3,Personal Auto,Offer1,No,Web,Oregon,528.0,Sports Car,Medsize,A,February
3234,Basic,UQ30615,7582.113842,2011-02-03,College,2/3/11,Employed,M,64801,Urban,Married,64,23.0,19,0.0,2,Corporate L3,Corporate Auto,Offer2,Yes,Web,California,268.471802,Four-Door Car,Medsize,A,February
3236,Basic,FD36230,8441.667084,2011-02-13,High School or Below,2/13/11,Employed,F,50801,Rural,Married,72,25.0,21,3.0,2,Personal L2,Personal Auto,Offer2,No,Agent,California,43.419028,Four-Door Car,Medsize,A,February
3237,Basic,YV55495,5744.229745,2011-01-15,High School or Below,1/15/11,Employed,F,68987,Urban,Married,71,11.0,40,0.0,6,Personal L1,Personal Auto,Offer1,No,Branch,Arizona,204.475147,Four-Door Car,Medsize,A,January
3242,Extended,GK21260,10232.85415,2011-02-17,Doctor,2/17/11,Medical Leave,F,22821,Suburban,Married,131,26.0,99,0.0,3,Personal L2,Personal Auto,Offer4,No,Call Center,Oregon,740.05751,SUV,Medsize,A,February
3244,Basic,WZ92405,7492.162376,2011-01-09,College,1/9/11,Employed,F,31723,Urban,Married,62,23.0,53,0.0,2,Personal L1,Personal Auto,Offer2,No,Branch,Nevada,242.628654,Two-Door Car,Medsize,A,January
3245,Extended,BE62503,9206.598256,2011-01-10,College,1/10/11,Retired,F,24589,Suburban,Married,82,33.0,39,0.0,2,Personal L3,Personal Auto,Offer1,No,Branch,Washington,511.497882,Two-Door Car,Medsize,A,January
3246,Basic,XP96549,4429.193391,2011-02-19,High School or Below,2/19/11,Employed,F,20868,Suburban,Married,112,14.0,11,0.0,1,Personal L3,Personal Auto,Offer2,No,Branch,Oregon,537.6,SUV,Large,A,February
3247,Basic,EZ78112,5610.96434,2011-02-24,High School or Below,2/24/11,Employed,F,77493,Urban,Single,70,2.0,35,0.0,3,Special L3,Special Auto,Offer1,No,Agent,California,307.963291,Four-Door Car,Medsize,A,February
3249,Basic,FQ79356,2361.883909,2011-02-24,Bachelor,2/24/11,Medical Leave,F,18064,Urban,Married,63,10.0,45,2.0,1,Personal L2,Personal Auto,Offer3,No,Call Center,California,182.964184,Four-Door Car,Medsize,A,February
3251,Basic,FR12423,24127.50402,2011-01-26,Bachelor,1/26/11,Medical Leave,M,14072,Suburban,Divorced,71,13.0,3,0.0,2,Personal L3,Personal Auto,Offer1,Yes,Agent,Oregon,511.2,Four-Door Car,Medsize,A,January
3255,Basic,OY95739,12298.6863,2011-02-20,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1.0,88,0.0,2,Corporate L3,Corporate Auto,Offer1,Yes,Call Center,Nevada,542.4,SUV,Medsize,A,February
3257,Premium,KA62728,8886.610685,2011-01-06,High School or Below,1/6/11,Employed,M,87094,Rural,Single,113,20.0,17,1.0,5,Personal L2,Personal Auto,Offer3,No,Agent,California,64.894362,Four-Door Car,Medsize,A,January
3258,Extended,SP81997,7752.933281,2011-02-11,Master,2/11/11,Employed,F,41275,Rural,Married,96,29.0,16,0.0,3,Personal L3,Personal Auto,Offer3,No,Branch,Washington,41.122303,Four-Door Car,Large,A,February
3260,Basic,YC80498,4770.550911,2011-02-01,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2.0,37,0.0,4,Personal L1,Personal Auto,Offer1,Yes,Web,California,362.774545,Two-Door Car,Medsize,A,February
3263,Extended,ZL37444,10972.06778,2011-01-18,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2.0,40,0.0,5,Personal L3,Personal Auto,Offer2,Yes,Agent,California,657.6,Sports Car,Medsize,A,January
3267,Basic,TC84427,5049.689638,2011-01-01,High School or Below,1/1/11,Employed,F,61080,Urban,Single,66,7.0,41,2.0,9,Personal L3,Personal Auto,Offer1,No,Call Center,Oregon,294.284951,Four-Door Car,Medsize,A,January
3269,Basic,NB54665,2514.59196,2011-02-14,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15.0,58,0.0,1,Corporate L1,Corporate Auto,Offer2,Yes,Agent,Arizona,156.124914,Four-Door Car,Medsize,A,February
3270,Extended,OO96263,11606.84868,2011-02-11,High School or Below,2/11/11,Employed,F,45893,Suburban,Married,97,3.0,75,0.0,2,Personal L1,Personal Auto,Offer2,No,Call Center,Nevada,465.6,Two-Door Car,Medsize,A,February
3271,Basic,YQ79307,4768.955924,2011-01-10,Bachelor,1/10/11,Employed,M,51144,Urban,Married,61,28.0,32,1.0,9,Personal L3,Personal Auto,Offer1,No,Agent,Washington,223.305224,Two-Door Car,Medsize,A,January
3273,Basic,LN34660,9463.113263,2011-02-21,College,2/21/11,Employed,F,69654,Suburban,Married,118,10.0,50,0.0,7,Corporate L3,Corporate Auto,Offer1,No,Branch,California,629.532731,SUV,Small,A,February
3274,Extended,PW23851,15251.57924,2011-01-15,Bachelor,1/15/11,Employed,F,63287,Suburban,Married,127,5.0,84,0.0,2,Personal L2,Personal Auto,Offer1,No,Agent,Oregon,617.202619,SUV,Small,A,January
3275,Extended,KP54476,7780.489322,2011-01-22,Master,1/22/11,Employed,M,87128,Suburban,Single,97,26.0,45,0.0,3,Personal L1,Personal Auto,Offer2,No,Web,California,495.612777,Two-Door Car,Medsize,A,January
3277,Basic,UV89077,11638.89947,2011-01-26,College,1/26/11,Medical Leave,F,25370,Suburban,Married,102,10.0,77,0.0,2,Personal L3,Personal Auto,Offer1,Yes,Branch,Oregon,489.6,Sports Car,Large,A,January
3284,Extended,MT91532,7326.544855,2011-02-12,Bachelor,2/12/11,Employed,M,62338,Rural,Married,92,9.0,61,0.0,4,Corporate L1,Corporate Auto,Offer1,No,Agent,California,4.216231,Four-Door Car,Medsize,A,February
3287,Extended,VQ82774,16301.9676,2011-02-17,Master,2/17/11,Retired,F,19614,Suburban,Married,85,21.0,32,0.0,2,Personal L2,Personal Auto,Offer2,Yes,Agent,California,574.024018,Two-Door Car,Medsize,A,February
3289,Basic,BP53979,2516.213745,2011-02-07,Bachelor,2/7/11,Employed,F,48829,Urban,Single,64,23.0,70,1.0,1,Personal L2,Personal Auto,Offer1,No,Agent,California,300.312635,Four-Door Car,Medsize,A,February
3290,Basic,EV57176,5605.380417,2011-01-21,High School or Below,1/21/11,Employed,F,21171,Suburban,Divorced,72,2.0,40,0.0,3,Corporate L3,Corporate Auto,Offer4,No,Call Center,California,345.6,Four-Door Car,Large,A,January
3291,Extended,UX18122,3690.698916,2011-01-17,Bachelor,1/17/11,Employed,F,59016,Suburban,Married,92,3.0,65,0.0,1,Corporate L1,Corporate Auto,Offer2,No,Web,Washington,441.6,Four-Door Car,Medsize,A,January
3292,Basic,DH68319,2787.501453,2011-01-01,College,1/1/11,Employed,F,62506,Suburban,Married,69,3.0,90,0.0,1,Personal L1,Personal Auto,Offer1,No,Branch,Oregon,331.2,Two-Door Car,Large,A,January
3293,Premium,BD66455,4920.77107,2011-02-09,High School or Below,2/9/11,Unemployed,M,0,Suburban,Single,143,13.0,28,0.0,1,Personal L3,Personal Auto,Offer1,No,Agent,California,1029.6,SUV,Medsize,A,February
3296,Basic,EL82767,3722.368016,2011-01-08,College,1/8/11,Unemployed,F,0,Suburban,Married,109,25.0,61,2.0,1,Personal L3,Personal Auto,Offer3,No,Agent,Arizona,523.2,SUV,Medsize,A,January
3297,Basic,YX23800,8591.604933,2011-02-11,Bachelor,2/11/11,Employed,M,38984,Suburban,Married,73,27.0,38,0.0,2,Personal L3,Personal Auto,Offer2,No,Branch,Oregon,350.4,Four-Door Car,Small,A,February
3301,Basic,AO42003,16681.32634,2011-01-24,College,1/24/11,Employed,F,55907,Suburban,Married,104,23.0,64,0.0,2,Corporate L1,Corporate Auto,Offer1,No,Agent,Oregon,499.2,SUV,Large,A,January
3302,Extended,PB16956,7842.377593,2011-02-28,College,2/28/11,Employed,F,51001,Urban,Married,99,13.0,49,1.0,3,Personal L1,Personal Auto,Offer1,No,Agent,Oregon,291.890464,Four-Door Car,Medsize,A,February
3306,Basic,IW70308,8257.666512,2011-01-12,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Personal L3,Personal Auto,Offer2,Yes,Call Center,Oregon,424.330166,Four-Door Car,Medsize,A,January
3309,Basic,LT41574,2760.954751,2011-01-18,Bachelor,1/18/11,Employed,F,34717,Suburban,Married,70,7.0,33,2.0,1,Special L2,Special Auto,Offer1,No,Web,Oregon,336.0,Four-Door Car,Medsize,A,January
3313,Extended,MC38650,3963.394851,2011-02-02,High School or Below,2/2/11,Employed,M,88701,Rural,Married,99,7.0,4,0.0,1,Personal L3,Personal Auto,Offer2,No,Call Center,Nevada,171.830049,Two-Door Car,Medsize,A,February
3315,Basic,LP86596,2554.551152,2011-02-09,High School or Below,2/9/11,Unemployed,F,0,Suburban,Married,70,19.0,27,0.0,1,Personal L3,Personal Auto,Offer4,No,Agent,Arizona,336.0,Four-Door Car,Medsize,A,February
3316,Basic,ZD42550,7792.067056,2011-01-03,Master,1/3/11,Employed,F,36776,Urban,Divorced,65,21.0,21,0.0,2,Corporate L3,Corporate Auto,Offer1,No,Call Center,Nevada,240.186527,Four-Door Car,Medsize,A,January
3317,Basic,WS68402,2349.957291,2011-02-11,Bachelor,2/11/11,Unemployed,M,0,Suburban,Single,70,21.0,5,0.0,1,Special L3,Special Auto,Offer4,No,Call Center,Oregon,716.67276,Four-Door Car,Large,A,February
3318,Basic,CW92156,4070.045873,2011-01-31,College,1/31/11,Employed,F,37435,Urban,Single,105,3.0,22,0.0,1,Personal L3,Personal Auto,Offer3,No,Branch,Washington,314.441585,SUV,Medsize,A,January
3319,Basic,VP57785,4770.550911,2011-02-01,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,2.0,37,0.0,4,Personal L1,Personal Auto,Offer1,Yes,Web,Oregon,362.774545,Two-Door Car,Medsize,A,February
3320,Extended,DQ55516,5408.892351,2011-02-04,Bachelor,2/4/11,Employed,F,20472,Suburban,Single,139,34.0,61,0.0,1,Corporate L3,Corporate Auto,Offer1,No,Agent,California,667.2,SUV,Medsize,A,February
3322,Basic,CK29372,5070.352408,2011-02-28,College,2/28/11,Employed,F,23840,Suburban,Married,64,32.0,66,0.0,7,Personal L2,Personal Auto,Offer4,No,Call Center,California,307.2,Four-Door Car,Small,A,February
3323,Basic,TW42649,2467.97792,2011-02-01,College,2/1/11,Unemployed,F,0,Urban,Married,67,0.0,14,0.0,1,Corporate L2,Corporate Auto,Offer2,No,Call Center,Washington,222.903462,Two-Door Car,Medsize,A,February
3324,Premium,NX34811,8295.837442,2011-02-10,Bachelor,2/10/11,Employed,F,85478,Rural,Married,103,29.0,15,0.0,6,Personal L1,Personal Auto,Offer1,No,Call Center,Nevada,224.159416,Two-Door Car,Medsize,A,February
3325,Extended,HD82971,3136.082008,2011-01-15,High School or Below,1/15/11,Unemployed,F,0,Suburban,Single,89,15.0,83,0.0,1,Personal L1,Personal Auto,Offer3,No,Agent,Arizona,640.8,Four-Door Car,Medsize,A,January
3327,Basic,EN89709,2555.535685,2011-01-20,Doctor,1/20/11,Disabled,F,18241,Rural,Married,65,17.0,44,0.0,1,Personal L2,Personal Auto,Offer3,No,Agent,Arizona,151.991098,Two-Door Car,Medsize,A,January
3328,Basic,FL69981,4038.864803,2011-02-23,Bachelor,2/23/11,Unemployed,F,0,Suburban,Married,110,17.0,59,0.0,1,Personal L3,Personal Auto,Offer2,No,Call Center,California,528.0,SUV,Medsize,A,February
3329,Basic,DX65548,4834.710493,2011-01-31,College,1/31/11,Employed,F,38713,Suburban,Divorced,66,31.0,69,4.0,6,Personal L1,Personal Auto,Offer2,Yes,Call Center,Arizona,316.8,Four-Door Car,Medsize,A,January
3330,Basic,YM79169,2612.756658,2011-02-23,Bachelor,2/23/11,Disabled,M,19003,Rural,Married,71,29.0,21,0.0,1,Personal L1,Personal Auto,Offer3,No,Agent,California,34.651305,Two-Door Car,Medsize,A,February
3334,Extended,HL84679,3382.223536,2011-02-17,Bachelor,2/17/11,Unemployed,F,0,Suburban,Married,91,13.0,77,0.0,1,Personal L3,Personal Auto,Offer3,No,Call Center,Oregon,436.8,Four-Door Car,Medsize,A,February
3335,Basic,IL12516,2789.74739,2011-01-08,Bachelor,1/8/11,Medical Leave,F,15514,Suburban,Married,74,20.0,24,0.0,1,Corporate L2,Corporate Auto,Offer4,No,Web,Oregon,355.2,Four-Door Car,Medsize,A,January
3336,Basic,XJ92660,5017.851448,2011-02-07,Master,2/7/11,Employed,F,79814,Rural,Married,62,18.0,50,0.0,3,Personal L2,Personal Auto,Offer4,No,Branch,Nevada,31.553152,Four-Door Car,Medsize,A,February
3338,Basic,AM26717,3123.080994,2011-02-19,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1.0,83,4.0,1,Personal L1,Personal Auto,Offer1,Yes,Agent,California,960.115399,SUV,Large,A,February
3342,Basic,NW67881,12300.005,2011-02-12,Bachelor,2/12/11,Employed,M,74586,Suburban,Married,103,14.0,19,0.0,2,Personal L3,Personal Auto,Offer2,No,Call Center,Oregon,494.4,SUV,Medsize,A,February
3345,Extended,QM59790,3142.87734,2011-02-25,High School or Below,2/25/11,Unemployed,F,0,Suburban,Divorced,86,17.0,35,0.0,1,Personal L3,Personal Auto,Offer4,No,Branch,Arizona,412.8,Four-Door Car,Small,A,February
3348,Basic,DQ28641,2665.222511,2011-01-09,High School or Below,1/9/11,Medical Leave,M,14315,Suburban,Married,71,33.0,16,0.0,1,Personal L1,Personal Auto,Offer2,No,Branch,Nevada,511.2,Four-Door Car,Medsize,A,January
3349,Basic,AM99192,9061.951591,2011-02-05,College,2/5/11,Employed,M,42743,Rural,Married,117,5.0,86,1.0,6,Personal L3,Personal Auto,Offer1,No,Call Center,Arizona,101.288057,SUV,Medsize,A,February
3350,Basic,HI91534,4571.509384,2011-01-11,College,1/11/11,Employed,F,91485,Urban,Divorced,114,2.0,16,0.0,1,Personal L3,Personal Auto,Offer3,No,Web,California,392.925712,SUV,Small,A,January
3354,Basic,NA39347,5824.224192,2011-02-20,College,2/20/11,Employed,M,73976,Urban,Divorced,73,27.0,84,0.0,3,Personal L2,Personal Auto,Offer2,No,Web,California,338.529369,Four-Door Car,Medsize,A,February
3355,Basic,MI13678,2506.197852,2011-01-04,High School or Below,1/4/11,Employed,M,92056,Rural,Married,62,21.0,1,0.0,1,Personal L3,Personal Auto,Offer2,No,Branch,Oregon,89.398794,Four-Door Car,Medsize,A,January
3356,Basic,PS47550,13178.43163,2011-01-13,High School or Below,1/13/11,Employed,F,80237,Suburban,Married,108,4.0,71,0.0,2,Personal L3,Personal Auto,Offer1,No,Branch,California,776.601764,SUV,Medsize,A,January
3358,Extended,DE28132,4747.734642,2011-01-08,College,1/8/11,Employed,M,42165,Suburban,Single,123,22.0,66,0.0,1,Corporate L3,Corporate Auto,Offer1,No,Branch,Oregon,799.673766,SUV,Large,A,January
3362,Extended,TR96772,15956.51879,2011-02-08,High School or Below,2/8/11,Employed,F,61148,Rural,Married,132,28.0,25,0.0,2,Personal L3,Personal Auto,Offer2,No,Branch,Arizona,98.206649,Sports Car,Small,A,February
3363,Premium,JG94795,4179.488639,2011-01-06,Master,1/6/11,Employed,F,60010,Suburban,Married,103,4.0,86,0.0,1,Special L1,Special Auto,Offer2,No,Agent,Oregon,494.4,Four-Door Car,Medsize,A,January
3364,Extended,RD61361,6102.953572,2011-02-05,Bachelor,2/5/11,Unemployed,F,0,Suburban,Single,84,0.0,76,0.0,4,Personal L3,Personal Auto,Offer1,No,Branch,Arizona,856.347474,Four-Door Car,Large,A,February
3365,Extended,LU95652,7305.936433,2011-01-30,College,1/30/11,Employed,M,83221,Rural,Married,91,21.0,63,0.0,3,Personal L3,Personal Auto,Offer4,No,Web,Oregon,14.386157,Four-Door Car,Medsize,A,January
3366,Basic,UU98729,5357.192698,2011-01-10,Bachelor,1/10/11,Unemployed,M,0,Suburban,Married,73,14.0,74,0.0,8,Personal L3,Personal Auto,Offer1,No,Call Center,California,350.853987,Four-Door Car,Large,A,January
3367,Basic,BW25236,18453.57629,2011-01-13,College,1/13/11,Employed,M,72215,Urban,Married,66,22.0,23,0.0,2,Personal L3,Personal Auto,Offer2,No,Web,Arizona,247.911872,Four-Door Car,Medsize,A,January
3370,Basic,SI20178,4425.905071,2011-02-21,High School or Below,2/21/11,Employed,M,80892,Suburban,Married,110,15.0,76,0.0,1,Personal L3,Personal Auto,Offer3,No,Branch,California,528.0,SUV,Medsize,A,February
3373,Basic,DE53644,5192.355227,2011-01-19,Bachelor,1/19/11,Employed,F,23059,Suburban,Married,66,22.0,55,0.0,3,Personal L3,Personal Auto,Offer2,No,Web,California,372.430947,Two-Door Car,Medsize,A,January
3374,Basic,LM97847,2615.13922,2011-01-09,College,1/9/11,Employed,M,57023,Urban,Single,67,11.0,59,0.0,1,Personal L2,Personal Auto,Offer2,No,Agent,California,250.652309,Four-Door Car,Medsize,A,January
3375,Basic,YP19985,5706.955563,2011-01-12,Bachelor,1/12/11,Employed,M,83073,Rural,Married,71,15.0,46,0.0,3,Corporate L3,Corporate Auto,Offer3,No,Call Center,California,10.42277,Two-Door Car,Medsize,A,January
3377,Basic,ZL53118,2347.591802,2011-02-01,High School or Below,2/1/11,Unemployed,M,0,Suburban,Single,69,14.0,10,1.0,1,Personal L3,Personal Auto,Offer1,No,Branch,Arizona,757.89114,Four-Door Car,Medsize,A,February
3378,Extended,FN66436,10722.0645,2011-02-03,College,2/3/11,Employed,F,54311,Urban,Married,90,20.0,41,0.0,2,Personal L3,Personal Auto,Offer2,No,Agent,California,385.572011,Two-Door Car,Medsize,A,February
3379,Basic,GS23406,2734.328157,2011-01-20,High School or Below,1/20/11,Employed,F,30916,Rural,Single,70,6.0,50,0.0,1,Personal L3,Personal Auto,Offer3,No,Branch,California,21.143072,Four-Door Car,Medsize,A,January
3381,Extended,QP32003,9983.128441,2011-01-06,College,1/6/11,Unemployed,F,0,Suburban,Single,93,19.0,79,0.0,2,Personal L1,Personal Auto,Offer3,No,Call Center,Arizona,669.6,Four-Door Car,Medsize,A,January
3382,Premium,IJ83011,16350.13061,2011-01-28,College,1/28/11,Unemployed,M,0,Suburban,Single,165,12.0,82,1.0,2,Corporate L2,Corporate Auto,Offer1,No,Call Center,California,1452.213743,SUV,Medsize,A,January
3383,Basic,JP52554,15550.19077,2011-01-25,Bachelor,1/25/11,Medical Leave,F,17449,Urban,Divorced,71,16.0,55,0.0,2,Corporate L1,Corporate Auto,Offer3,No,Agent,California,268.676912,Four-Door Car,Medsize,A,January
3384,Extended,GK24074,3691.765242,2011-01-14,College,1/14/11,Employed,F,37202,Urban,Married,93,30.0,86,0.0,1,Personal L3,Personal Auto,Offer3,No,Branch,Arizona,322.528829,Two-Door Car,Medsize,A,January
3387,Basic,QE46704,2871.145075,2011-01-28,College,1/28/11,Employed,M,94178,Urban,Married,72,26.0,25,1.0,1,Personal L2,Personal Auto,Offer2,No,Web,Nevada,226.10336,Four-Door Car,Medsize,A,January
